A400001;ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ
X663613;ΕΚΤΟΜΗ ΒΛΑΒΗΣ Ή ΟΓΚΟΥ (ΕΚΤΟΣ ΤΩΝ ΚΑΤΑΓΕΓΡΑΜΜΕΝΩΝ ΑΝΩΘΕΝ), ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ  ΔΟΜΕΣ, ΜΕ ΣΥΝΘΕΤΗ ΑΠΟΚΑΤΑΣΤΑΣΗ
X663615;ΕΚΤΟΜΗ ΤΟΥ ΥΠΕΡΠΛΑΣΤΙΚΟΥ ΦΑΤΝΙΑΚΟΥ ΒΛΕΝΝΟΓΟΝΟΥ, ΚΑΘΕ ΤΕΤΑΡΤΗΜΟΡΙΟ (ΝΑ ΚΑΘΟΡΙΖΕΤΑΙ)
X663619;ΕΚΤΟΜΗ ΦΑΤΝΙΟΥ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΠΟΞΕΣΗ ΟΣΤΕ'Ι'ΤΙΔΑΣ Ή ΕΚΤΟΜΗ ΝΕΚΡΩΝ ΟΣΤΩΝ
X663659;ΚΑΤΑΣΤΡΟΦΗ ΤΗΣ ΒΛΑΒΗΣ (ΕΚΤΟΣ ΤΗΣ ΕΚΤΟΜΗΣ), ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ ΔΟΜΕΣ
X663699;ΠΕΡΙΟΔΟΝΤΙΚΗ ΒΛΕΝΝΟΓΟΝΙΚΗ ΜΕΤΑΜΟΣΧΕΥΣΗ
X663703;ΟΥΛΟΠΛΑΣΤΙΚΗ, ΚΑΘΕ ΤΕΤΑΡΤΗΜΟΡΙΟ (ΝΑ ΚΑΘΟΡΙΖΕΤΑΙ ΛΕΠΤΟΜΕΡΩΣ)
X663707;ΦΑΤΝΙΟΠΛΑΣΤΙΚΗ, ΚΑΘΕ ΤΕΤΑΡΤΗΜΟΡΙΟ (ΝΑ ΚΑΘΟΡΙΖΕΤΑΙ ΛΕΠΤΟΜΕΡΩΣ)
X663757;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΕΠΕΜΒΑΣΗ, ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ ΔΟΜΕΣ
X663757.1;ΑΚΡΟΡΡΙΖΕΚΤΟΜΗ ΜΟΝΟΡΙΖ.ΔΟΝΤ ΜΕ ΠΡΟΥΠΑΡ.ΕΝΔΟΔ.ΘΕΡΑΠΕΙΑ
X663757.2;ΑΚΡΟΡΡΙΖΕΚΤΟΜΗ ΜΟΝΟΡΙΖ.ΔΟΝΤ ΜΕ ΤΕΛΕΣΗ ΑΝΑΣΤΡ.ΕΜΦΡΑΞΗ
X663757.3;ΑΚΡΟΡΡΙΖΕΚΤΟΜΗ ΜΟΝΟΡΙΖ.ΔΟΝΤ. ΜΕ ΤΕΛΕΣΗ ΕΝΔΟΔ. ΘΕΡΑΠΕΙΑ
X663757.4;ΑΚΡΟΡΡΖΕΚΤΟΜΗ ΠΟΛΥΡ.ΔΟΝΤ. ΜΕ ΤΕΛΕΣΗ ΑΝΑΣΤΡ..ΕΜΦΡΑΞΗ
X663757.5;ΑΚΡΟΡΡΙΖΕΚΤΟΜΗ ΠΟΛΥΡ.ΔΟΝΤ. ΜΕ ΔΟΝΤ.ΜΕ ΠΡΟΥΠΑΡ.ΕΝΔ.ΘΕΡ.
X663757.6;ΑΝΥΨΩΣΗ ΕΔΑΦΟΥΣ ΙΓΜΟΡ. ΜΕ ΑΛΛΟΜΟΣΧΕΥΜΑ
X663757.7;ΑΝΥΨΩΣΗ ΕΔΑΦΟΥΣ ΙΓΜΟΡ. ΜΕ ΛΗΨΗ ΟΣΤΙΚΟΥ ΜΟΣΧ. ΕΝΔΟΣΤΙΚΑ
X663757.8;ΑΠΛΗ ΕΞΑΓΩΓΗ ΔΟΝΤΙΟΥ
X663757.9;ΑΠΟΚΑΛ.ΕΓΚΛΕΙΣΤΟΥ ΔΟΝΤ.& ΤΟΠΟΘΕΤΗΣΗ  BRACKETS
X663757.10;ΑΦΑΙΡΕΣΗ ΒΛΕΝΝΩΔΟΥΣ ΚΥΣΤΗΣ ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ
X663757.11;ΑΦΑΙΡΕΣΗ ΕΓΚΛΕΙΣΤΟΥ Ή ΗΜΙΕΓΚΛΕΙΣΤΟΥ ΔΟΝΤΙΟΥ
X663757.12;ΑΦΑΙΡΕΣΗ  ΕΜΦΥΤΕΥΜΑΤΩΝ  ΤΥΠΟΥ BLADES
X663757.13;ΑΦΑΙΡΕΣΗ ΕΠΟΥΛΙΔΑΣ ΜΙΚΡ.ΟΓΚ.ΉΒΛΑΒΩΝ ΣΤΟΜΑΤ-ΠΡΟΣΩΠΟΥ
X663757.14;ΑΦΑΙΡΕΣΗ ΙΝΩΔΟΥΣ ΥΠΕΡΠΛΑΣΙΑΣ ΑΠΟ ΟΔΟΝΤΟΣΤΟΙΧΙΑ
X663757.15;ΑΦΑΙΡΕΣΗ ΚΥΣΤ. ΓΝΑΘ. ΜΕ ΤΕΛΕΣΗ ΕΝΔ.ΘΕΡ. Ή ΑΝΑΣΤΡ.ΕΜΦΡΑΞΗ
X663757.16;ΑΦΑΙΡΕΣΗ ΜΙΚΡ.ΚΥΣΤ.ΔΕΡΜ.ΠΡΟΣΩΠΟΥ ( ΣΜΗΓ. ,ΔΕΡΜΟΕΙΔ.) 
X663757.17;ΑΦΑΙΡΕΣΗ ΜΕΓ. ΚΥΣΤΗ ΓΝΑΘ. ΧΩΡΙΣ  ΕΝΔ. ΘΕΡ. Ή ΑΝΑΣΤΡ. ΕΜΦΡ.
X663757.18;ΑΦΑΙΡΕΣΗ ΜΙΚΡ. ΚΥΣΤΗ ΓΝΑΘ.ΧΩΡΙΣ ΕΝΔ.ΘΕΡ.Ή ΑΝΑΣΤΡ.ΕΜΦΡΑΞΗ
X663757.19;ΑΦΑΙΡΕΣΗ ΡΑΜΜΑΤΩΝ ΣΓΠΧ
X663757.20;ΑΦΑΙΡΕΣΗ  ΡΙΖΟΜΟΡΦΩΝ ΕΜΦΥΤΕΥΜΑΤΩΝ
X663757.21;ΑΦΑΙΡΕΣΗ ΣΙΕΛΟΛΙΘΟΥ ΕΝΔΟΣΤΟΜΑΤΙΚΑ
X663757.22;ΑΦΑΙΡΕΣΗ ΥΛΙΚΟΥ ΟΣΤΕΟΣΥΝΘΕΣΗΣ
X663757.23;ΑΦΑΙΡΕΣΗ  ΥΠΟΠΕΡΙΟΣΤΙΚΩΝ  ΕΜΦΥΤΕΥΜΑΤΩΝ
X663757.24;ΑΦΑΙΡΕΣΗ Ή ΜΑΡΣΙΠΟΠΟΙΗΣΗ ΒΑΤΡΑΧΙΟΥ
X663757.25;ΒΑΘΥΝΣΗ  ΠΡΟΣΤΟΜΙΑΚΗΣ ΑΥΛΑΚΑΣ 
X663757.26;ΒΑΘΥΝΣΗ ΠΡΟΣΤΟΜ.ΑΥΛΑΚΑΣ ΜΕ ΒΛΕΝΝΟΓ.ΜΟΣΧΕΥΜΑ
X663757.27;ΒΑΣΙΚΗ ΣΓΠΧ ΕΞΕΤΑΣΗ
X663757.28;ΕΠΙΜΗΚΥΝΣΗ ΜΥΛΗΣ ΔΟΝΤΙΟΥ
X663757.29;ΓΝΩΜΑΤΕΥΣΗ  ΣΓΠΧ  ΕΞΕΤΑΣΗΣ 
X663757.30;ΚΛΕΙΣΤΗ ΑΝΥΨΩΣΗ ΙΓΜΟΡΕΙΟΥ
X663757.31;ΕΓΧΥΣΗ ΟΥΣΙΩΝ ΣΕ ΠΕΡΙΦΕΡΙΚΑ ΝΕΥΡΑ
X663757.32;ΧΗΜΙΚΗ ΑΝΤΙΜΕΤΩΠΙΣΗ ΥΠΕΡΤΡΟΦΙΑΣ ΜΑΣΗΤΗΡΑ
X663757.33;ΕΠΑΝΕΜΦΥΤΕΥΣΗ & ΑΚΙΝΗΤΟΠΟΙΗΣΗ ΕΚΓΟΜΦΩΜΕΝΟΥ ΔΟΝΤΙΟΥ
X663757.34;ΕΠΕΜΒΑΣΗ ΣΕ ΠΕΡΙΦΕΡΙΚΑ ΝΕΥΡΑ (ΝΕΥΡΕΚΤΟΜΗ,ΚΡΥΟΧΕΙΡ.)
X663757.35;ΛΗΨΗ ΙΣΤΟΤΕΜΑΧΙΟΥ ΓΙΑ ΙΣΤΟΛ. ΕΞΕΤΑΣΗ ΑΠΟ ΟΓΚΟ Ή ΒΛΑΒ.
X663757.36;ΛΗΨΗ ΟΣΤΙΚΟΥ  ΜΟΣΧΕΥΜ.ΕΝΔΟΣΤ. & ΤΟΠΟΘΕΤΗΣΗ ΤΟΥ
X663757.37;ΜΑΡΣΙΠΟΠΟΙΗΣΗ ΜΕΓΑΛΩΝ ΚΥΣΤΕΩΝ ΤΩΝ ΓΝΑΘΩΝ
X663757.38;ΜΕΤΑΘΕΣΗ ΓΕΝΕΙΑΚΟΥ ΝΕΥΡΟΥ ΓΙΑ ΤΟΠΟΘΕΤΗΣΗ ΕΜΦΥΤΕΥΜΑΤ.
X663757.39;ΟΥΛΟΠΛΑΣΤΙΚΗ ΕΠΙ ΕΜΥΤΕΥΜΑΤΩΝ
X663757.40;ΣΥΓΚΛΕΙΣΗ ΣΤΟΜΑΤΟΚΟΛΠΙΚΗΣ ΕΠΙΚΟΙΝΩΝΙΑΣ
X663757.41;ΣΥΝΤΗΡΗΤΙΚΗ ΑΝΤΙΜΕΤΩΠΙΣΗ  ΔΥΣΛΕΙΤΟΥΡΓΙΩΝ  Κ.Γ.Δ.
X663757.42;ΔΙΑΤΑΤΙΚΗ ΟΣΤΕΟΓΕΝΕΣΗ ΦΑΤΝΙΑΚΗΣ ΑΠΟΦΥΣΗΣ
X663757.43;ΣΥΡΡΑΦΗ ΤΡΑΥΜΑΤΟΣ ΣΤΟΜΑΤΟΣ Ή ΔΕΡΜΑΤΟΣ
X663757.44;ΤΟΠΟΘΕΤΗΣΗ ΠΡΟΣΤΟΜΙΑΚΩΝ ΤΟΞΩΝ ΑΝΩ –ΚΑΤΩ & ΔΙΑΓΝ ΑΚΙΝ.
X663757.45;ΤΟΠΟΘΕΤΗΣΗ ΕΜΦΥΤΕΥΜΑΤΩΝ ΜΑΖΙ ΜΕ ΔΕΥΤΕΡΗ ΦΑΣΗ 
X663757.46;ΦΑΤΝΙΟΠΛΑΣΤΙΚΗ
X663757.47;ΧΕΙΡΟΥΡΓΙΚΗ ΕΞΑΓΩΓΗ ΔΟΝΤΙΟΥ Ή ΡΙΖΑΣ
X663757.48;ΤΟΠΟΘΕΤΗΣΗ ΕΜΦΥΤΕΥΜΑΤΩΝ ΖΥΓΩΜΑΤΙΚΟΥ
X663757.49,;ΤΟΠΟΘΕΤΗΣΗ ΜΙΝΙ ΕΜΦΥΤΕΥΜΑΤΩΝ
X663757.50;ΛΗΨΗ ΚΑΙ ΤΟΠΟΘΕΤΗΣΗ ΒΛΕΝΝΟΓΟΝΙΟΥ ΜΟΣΧΕΥΜΑΤΟΣ
X663757.51;ΧΕΙΡΟΥΡΓΙΚΟΣ  ΚΑΘΑΡΙΣΜΟΣ (ΑΠΟΞΕΣΗ) ΕΝΔΟΣΤ. ΒΛΑΒΗΣ ΓΝΑΘΟΥ
X663757.52;ΑΦΑΙΡΕΣΗ ΕΝΔΟΟΣΤΙΚΗΣ ΒΛΑΒΗΣ ΓΝΑΘΟΥ
X663959;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ
X664159;ΒΙΟΨΙΑ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ
X664167;ΕΚΤΟΜΗ, ΒΛΑΒΗ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ, ΧΩΡΙΣ ΣΥΡΡΑΦΗ
X664171;ΕΚΤΟΜΗ, ΒΛΑΒΗ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ, ΜΕ ΑΠΛΗ ΠΡΩΤΟΓΕΝΗ ΣΥΡΡΑΦΗ
X664173;ΕΚΤΟΜΗ, ΒΛΑΒΗ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ, ΜΕ ΣΥΓΚΛΕΙΣΗ ΜΕ ΤΟΠΙΚΟ ΚΡΗΜΝΟ
X664199;ΕΚΤΟΜΗ ΥΠΕΡΩΑΣ Ή ΕΚΤΕΤΑΜΕΝΗ ΕΚΤΟΜΗ ΒΛΑΒΗΣ
X664239;ΣΤΑΦΥΛΕΚΤΟΜΗ, ΕΚΤΟΜΗ ΤΗΣ ΣΤΑΦΥΛΗΣ
X664249;ΥΠΕΡΩΟΦΑΡΥΓΓΟΠΛΑΣΤΙΚΗ (Π.Χ., ΣΤΑΦΥΛΟΥΠΕΡΩΟΦΑΡΥΓΓΟΠΛΑΣΤΙΚΗ, ΣΤΑΦΥΛΟΦΑΡΥΓΓΟΠΛΑΣΤΙΚΗ)
X664279;ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ, ΥΠΕΡΩΑ Ή ΣΤΑΦΥΛΗ (ΘΕΡΜΙΚΗ, ΨΥΞΗ Ή ΧΗΜΙΚΗ)
X664319;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΔΙΑΡΡΗΞΗΣ ΥΠΕΡΩΑΣ, ΕΩΣ 2 ΕΚ.
X664323;"ΑΠΟΚΑΤΑΣΤΑΣΗ, ΔΙΑΡΡΗΞΗΣ ΥΠΕΡΩΑΣ; ΜΕΓΑΛΥΤΕΡΟ ΤΩΝ 2 ΕΚ. Ή ΣΥΝΘΕΤΟ"
X664359;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΜΑΛΑΚΗ ΚΑΙ/Ή ΣΚΛΗΡΗ ΥΠΕΡΩΑ ΜΟΝΟ
X664369;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΜΕ ΣΥΓΚΛΕΙΣΗ ΤΗΣ ΦΑΤΝΙΑΚΗΣ ΑΠΟΦΥΣΗΣ, ΜΑΛΑΚΟΣ ΙΣΤΟΣ ΜΟΝΟ
X664379;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΜΕ ΣΥΓΚΛΕΙΣΗ ΤΗΣ ΦΑΤΝΙΑΚΗΣ ΑΠΟΦΥΣΗΣ, ΜΕ ΟΣΤΕΪΝΟ ΜΟΣΧΕΥΜΑ ΣΤΗ ΦΑΤΝΙΑΚΗ ΑΠΟΦΥΣΗ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΠΟΚΤΗΣΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X664389;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΜΕΙΖΩΝ ΑΠΟΚΑΤΑΣΤΑΣΗ
X664399;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΕΠΕΜΒΑΣΗ ΔΕΥΤΕΡΟΓΕΝΟΥΣ ΕΠΙΜΗΚΥΝΣΗΣ
X664409;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΕΦΑΡΜΟΓΗ ΦΑΡΥΓΓΙΚΟΥ ΚΡΗΜΝΟΥ
X664411;ΕΠΙΜΗΚΥΝΣΗ ΤΗΣ ΥΠΕΡΩΑΣ, ΚΑΙ ΦΑΡΥΓΓΙΚΟΣ ΚΡΗΜΝΟΣ
X664413;ΕΠΙΜΗΚΥΝΣΗ ΤΗΣ ΥΠΕΡΩΑΣ, ΜΕ ΚΡΗΜΝΟ ΝΗΣΙΔΑ
X664429;ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΗΣ ΠΡΟΣΘΙΑΣ ΥΠΕΡΩΑΣ, ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΚΡΗΜΝΟ ΥΝΙΔΑΣ
X664479;ΑΠΟΚΑΤΑΣΤΑΣΗ  ΡΙΝΟΧΕΙΛΙΚΟΥ ΣΥΡΙΓΓΙΟΥ
X664519;ΓΝΑΘΙΚΗ ΕΝΤΥΠΩΣΗ ΓΙΑ ΠΡΟΘΕΣΗ ΥΠΕΡΩΑΣ
X664521;ΕΙΣΑΓΩΓΗ ΠΡΟΘΕΣΗΣ ΥΠΕΡΩΑΣ ΣΥΓΚΡΑΤΟΥΜΕΝΗΣ ΜΕ ΚΑΡΦΙ
X664557;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΕΠΕΜΒΑΣΗ, ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ
X664559;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΠΑΡΩΤΙΔΑ, ΑΠΛΗ
X664569;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΠΑΡΩΤΙΔΑ, ΣΥΝΘΕΤΗ
X664579;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΥΠΟΓΝΑΘΙΑΙΟ (ΑΝΩ ΓΝΑΘΟΣ)  Ή ΥΠΟΓΛΩΣΣΙΟ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΠΡΟΣΠΕΛΑΣΗ
X664599;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΥΠΟΓΝΑΘΙΑΙΟ (ΑΝΩ ΓΝΑΘΟΣ), ΕΞΩΤΕΡΙΚΗ ΠΡΟΣΠΕΛΑΣΗ
X664619;ΣΙΕΛΟΛΙΘΟΤΟΜΗ, ΥΠΟΓΝΑΘΙΑΙΑ (ΑΝΩ Ή ΚΑΤΩ), ΥΠΟΓΛΩΣΣΙΑ Ή ΠΑΡΩΤΙΔΙΚΗ, ΜΗ ΕΠΙΠΛΕΓΜΕΝΗ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ
X664629;ΣΙΕΛΟΛΙΘΟΤΟΜΗ, ΥΠΟΓΝΑΘΙΑΙΑ (ΑΝΩ Ή ΚΑΤΩ), ΣΥΝΘΕΤΗ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ
X664639;ΣΙΕΛΟΛΙΘΟΤΟΜΗ, ΠΑΡΩΤΙΔΑ, ΕΞΩΣΤΟΜΑΤΙΚΗ Ή ΣΥΝΘΕΤΗ ΕΝΔΟΣΤΟΜΑΤΙΚΗ
X664759;ΒΙΟΨΙΑ ΣΙΕΛΟΓΟΝΟΥ ΑΔΕΝΑ, ΒΕΛΟΝΗ
X664769;ΒΙΟΨΙΑ ΣΙΕΛΟΓΟΝΟΥ ΑΔΕΝΑ, ΔΙΑ ΤΟΜΗΣ
X664775;ΕΚΤΟΜΗ ΥΠΟΓΛΩΣΣΙΑΣ ΣΙΕΛΟΓΟΝΟΥ ΚΥΣΤΗΣ (ΒΑΤΡΑΧΙΟΝ)
X664777;ΜΑΡΣΙΠΟΠΟΙΗΣΗ ΥΠΟΓΛΩΣΣΙΑΣ ΣΙΕΛΟΓΟΝΟΥ ΚΥΣΤΗΣ (ΒΑΤΡΑΧΙΟΝ)
X664779;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΠΛΑΓΙΟΣ ΛΟΒΟΣ, ΧΩΡΙΣ  ΔΙΑΧΩΡΙΣΜΟ ΝΕΥΡΟΥ
X664789;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΠΛΑΓΙΟΣ ΛΟΒΟΣ, ΜΕ ΔΙΑΧΩΡΙΣΜΟ ΚΑΙ ΔΙΑΤΗΡΗΣΗ ΤΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ
X664799;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΟΛΙΚΗ, ΜΕ ΔΙΑΧΩΡΙΣΜΟ ΚΑΙ ΔΙΑΤΗΡΗΣΗ ΤΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ
X664809;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΟΛΙΚΗ, ΣΥΝΟΛΙΚΗ ΑΦΑΙΡΕΣΗ ΜΕ ΘΥΣΙΑ ΤΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ
X664811;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΟΛΙΚΗ, ΜΕ ΕΤΕΡΟΠΛΕΥΡΟ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ
X664839;ΕΚΤΟΜΗ ΥΠΟΓΝΑΘΙΑΙΟΥ (ΑΝΩ Ή ΚΑΤΩ) ΑΔΕΝΑ
X664859;ΕΚΤΟΜΗ ΥΠΟΓΛΩΣΣΙΟΥ ΑΔΕΝΑ
X664959;ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ, ΣΙΕΛΟΔΟΧΟΠΛΑΣΤΙΚΗ, ΠΡΩΤΟΓΕΝΗΣ Ή ΑΠΛΗ
X664969;ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ, ΣΙΕΛΟΔΟΧΟΠΛΑΣΤΙΚΗ, ΔΕΥΤΕΡΟΓΕΝΗΣ Ή ΣΥΝΘΕΤΗ
X664973;ΕΚΤΡΟΠΗ ΠΑΡΩΤΙΔΙΚΟΥ ΠΟΡΟΥ, ΑΜΦΙΠΛΕΥΡΗ (ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ WILKE),
X664975;ΕΚΤΡΟΠΗ ΠΑΡΩΤΙΔΙΚΟΥ ΠΟΡΟΥ, ΑΜΦΙΠΛΕΥΡΗ (ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ WILKE), ΜΕ ΕΚΤΟΜΗ ΤΟΥ ΕΝΟΣ ΥΠΟΓΝΑΘΙΟΥ ΑΔΕΝΑ
X664977;ΕΚΤΡΟΠΗ ΠΑΡΩΤΙΔΙΚΟΥ ΠΟΡΟΥ, ΑΜΦΙΠΛΕΥΡΗ (ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ WILKE), ΜΕ ΕΚΤΟΜΗ ΚΑΙ ΤΩΝ ΔΥΟ ΥΠΟΓΝΑΘΙΩΝ ΑΔΕΝΩΝ
X664979;ΕΚΤΡΟΠΗ ΠΑΡΩΤΙΔΙΚΟΥ ΠΟΡΟΥ, ΑΜΦΙΠΛΕΥΡΗ (ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ WILKE), ΜΕ ΑΠΟΛΙΝΩΣΗ ΚΑΙ ΤΩΝ ΔΥΟ ΥΠΟΓΝΑΘΙΩΝ (WHARTON'S) ΠΟΡΩΝ
X665059;ΔΙΑΔΙΚΑΣΙΑ ΕΓΧΥΣΗΣ ΓΙΑ ΣΙΕΛΟΓΡΑΦΙΑ
X665159;ΑΠΟΛΙΝΩΣΗ ΣΙΕΛΟΓΟΝΟΥ ΣΥΡΙΓΓΙΟΥ
X665259;ΔΙΑΣΤΟΛΗ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ
X665279;ΔΙΑΣΤΟΛΗ ΚΑΙ ΚΑΘΕΤΗΡΙΑΣΜΟΣ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ, ΜΕ Ή ΧΩΡΙΣ ΕΓΧΥΣΗ
X665289;ΑΠΟΛΙΝΩΣΗ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ
X665357;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΣΙΕΛΟΓΟΝΟΙ ΑΔΕΝΕΣ Ή ΠΟΡΟΙ
X665359;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΠΕΡΙΑΜΥΓΔΑΛΙΚΗ
X665399;"ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ; ΟΠΙΣΘΟΦΑΡΥΓΓΙΚΗ Ή ΠΑΡΑΦΑΡΥΓΓΙΚΗ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΠΡΟΣΠΕΛΑΣΗ"
X665409;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΟΠΙΣΘΟΦΑΡΥΓΓΙΚΗ Ή ΠΑΡΑΦΑΡΥΓΓΙΚΗ, ΕΞΩΤΕΡΙΚΗ ΠΡΟΣΠΕΛΑΣΗ
X665559;ΒΙΟΨΙΑ, ΣΤΟΜΑΤΟΦΑΡΥΓΓΑΣ
X665563;ΒΙΟΨΙΑ, ΥΠΟΦΑΡΥΓΓΑΣ
X665567;ΒΙΟΨΙΑ, ΡΙΝΟΦΑΡΥΓΓΑΣ, ΟΡΑΤΗ ΒΛΑΒΗ, ΑΠΛΗ
X665571;ΒΙΟΨΙΑ, ΡΙΝΟΦΑΡΥΓΓΑΣ, ΔΙΕΡΕΥΝΗΣΗ ΓΙΑ ΑΓΝΩΣΤΗ ΠΡΩΤΟΓΕΝΗ ΒΛΑΒΗ
X665575;ΕΚΤΟΜΗ Ή ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ ΤΟΥ ΦΑΡΥΓΓΑ, ΟΠΟΙΑΔΗΠΟΤΕ ΜΕΘΟΔΟΣ
X665577;ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΟ ΤΟ ΦΑΡΥΓΓΑ
X665579;ΕΚΤΟΜΗ ΚΥΣΤΗΣ ΒΡΟΓΧΙΟΣΧΙΣΤΙΑΣ Ή ΥΠΟΛΕΙΜΜΑΤΟΣ, ΠΕΡΙΟΡΙΣΜΕΝΟΥ ΣΤΟ ΔΕΡΜΑ ΚΑΙ ΤΟΥΣ ΥΠΟΔΕΡΜΙΚΟΥΣ ΙΣΤΟΥΣ
