          Τμήμα          | Ημερομηνία Βάρδιας | Τύπος Βάρδιας |   Τύπος Προσωπικού   |     Ειδικότητα / Ρόλος      | Αριθμός Προσωπικού 
 Χειρουργικό             | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Χειρουργικό             | 2026-05-06         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  2
 Χειρουργικό             | 2026-05-06         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 Χειρουργικό             | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Χειρουργικό             | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Χειρουργικό             | 2026-05-06         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Χειρουργικό             | 2026-05-06         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Χειρουργικό             | 2026-05-07         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  2
 Χειρουργικό             | 2026-05-07         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  1
 Χειρουργικό             | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Χειρουργικό             | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  3
 Χειρουργικό             | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Χειρουργικό             | 2026-05-07         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  2
 Χειρουργικό             | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  3
 Χειρουργικό             | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Χειρουργικό             | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  1
 Χειρουργικό             | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Χειρουργικό             | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Χειρουργικό             | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Χειρουργικό             | 2026-05-07         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  1
 Χειρουργικό             | 2026-05-07         | ΝΥΧΤΑ         | Ιατρός               | Ουρολόγος                   |                  1
 Χειρουργικό             | 2026-05-07         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 Χειρουργικό             | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Χειρουργικό             | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 Χειρουργικό             | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Χειρουργικό             | 2026-05-07         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Χειρουργικό             | 2026-05-07         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Ψυχιατρικό              | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Ψυχίατρος                   |                  3
 Ψυχιατρικό              | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Ψυχιατρικό              | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 Ψυχιατρικό              | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Ψυχιατρικό              | 2026-05-01         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 Ψυχιατρικό              | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ψυχίατρος                   |                  3
 Ψυχιατρικό              | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Ψυχιατρικό              | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Ψυχιατρικό              | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Ψυχιατρικό              | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Ψυχιατρικό              | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Ψυχίατρος                   |                  3
 Ψυχιατρικό              | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Ψυχιατρικό              | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
