K500001;ΜΥΕΛΟΓΡΑΦΙΑ
Β311905.85;ΘΡΟΜΒΟΕΛΑΣΤΟΓΡΑΦΙΑ ΟΛΙΚΟΥ ΑΙΜΑΤΟΣ ΓΙΑ ΤΗΝ ΕΚΤΙΜΗΣΗ ΕΞΟΥΔΕΤΕΡΩΣΗΣ ΤΗΣ ΗΠΑΡΙΝΗΣ
Β311905.86;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΗΠΑΡΙΝΙΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ (ΕΝΑΝΤΙ PF4/H), ΠΟΙΟΤΙΚΗ ΜΕΘΟΔΟΣ
Β311905.87;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΑΝΤΙΗΠΑΡΙΝΙΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ (ΕΝΑΝΤΙ PF4/H), ΑΝΟΣΟΛΟΓΙΚΗ ΜΕΘΟΔΟΣ (ELISA)
Β311905.88;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΑΝΤΙΗΠΑΡΙΝΙΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ (ΕΝΑΝΤΙ PF4/H), ΛΕΙΤΟΥΡΓΙΚΗ  ΜΕΘΟΔΟΣ
Β311905.89;ΕΚΤΙΜΗΣΗ ΛΕΙΤΟΥΡΓΙΚΟΤΗΤΑΣ ΑΙΜΟΠΕΤΑΛΙΩΝ ΜΕ ΤΟΝ ΑΝΑΛΥΤΗ PFA-100
Β311905.90;ΕΚΤΙΜΗΣΗ ΛΕΙΤΟΥΡΓΙΚΟΤΗΤΑΣ ΑΙΜΟΠΕΤΑΛΙΩΝ ΜΕ ΤΟΝ ΑΝΑΛΥΤΗ MULTIPLATE ΜΕ ΔΙΑΦΟΡΟΥΣ ΔΙΕΓΕΡΤΕΣ
Β311905.91;ΕΚΤΙΜΗΣΗ ΑΠΑΝΤΗΣΗ  ΣΤΗΝ ΑΣΠΙΡΙΝΗ ΜΕ ΤΟΝ ΑΝΑΛΥΤΗ PFA-100
Β311905.92;ΕΚΤΙΜΗΣΗ ΑΠΑΝΤΗΣΗ  ΣΤΗΝ ΑΣΠΙΡΙΝΗ ΜΕ ΤΟΝ ΑΝΑΛΥΤΗ ΜULTIPLATE
Β311905.93;ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ TΗΣ ΠΡΟΘΡΟΜΒΙΝΗΣ ΙGG και IGM 
Β311905.94;ANIXNEYΣΗ ΜΕΤΑΛΛΑΞΗΣ FVLEIDEN (ΜΟΡΙΑΚΗ ΜΕΘΟΔΟΣ, PCR)
Β311905.95;ΑΝΙΧΝΕΥΣΗΣ ΜΕΤΑΛΛΑΞΗΣ FIIG20210A (ΜΟΡΙΑΚΗ ΜΕΘΟΔΟΣ, PCR)
Β311905.96;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΗΣ MTHFR 677(ΜΟΡΙΑΚΗ ΜΕΘΟΔΟΣ, PCR)
Β311905.97;ΑΝΙΧΝΕΥΣΗ ΤΡΙΩΝ ΜΕΤΑΛΛΑΞΕΩΝ ΘΡΟΜΒΟΦΙΛΙΑΣ (FVLEIDEN, FIIG20210A, MTHFR 677)
Β311905.98;ΑΝΙΧΝΕΥΣΗ ΑΛΛΩΝ ΜΕΤΑΛΛΑΞΕΩΝ ΘΡΟΜΒΟΦΙΛΙΑΣ
Β311905.99;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΑΝΤΙΓΟΝΟΥ ΠΑΡΑΓΟΝΤΑ ΙΧ (FΙΧ)
Β311905.100;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΑΝΤΙΓΟΝΟΥ ΠΑΡΑΓΟΝΤΑ Χ (FΧ)
Β311905.101;ΔΟΚΙΜΑΣΙΑ ΑΡΑΙΩΣΕΩΝ ΓΙΑ ΕΛΕΓΧΟ ΕΠΙΚΤΗΤΩΝ ΑΝΑΣΤΟΛΕΩΝ ΤΗΣ ΠΗΞΗΣ 
Β311905.102;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΝΡΓΟΠΟΙΗΤΗ ΑΝΑΣΤΑΛΤΗ ΤΟΥ ΠΛΑΣΜΙΝΟΓΟΝΟΥ ΤΥΠΟΥ 1 (PAI-1)
Β311905.103;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΠΙΠΕΔΩΝ ADAMTS13
Β311905.104;ΤΑΥΤΟΠΟΙΗΣΗ ΑΝΤΙΑΙΜΟΠΕΤΑΛΙΑΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ ME ΜΕΘΟΔΟ ΣΤΕΡΕΑΣ ΦΑΣΗΣ
Β311905.105;ΑΛΚΑΛΙΚΗ ΦΩΣΦΑΤΑΣΗ ΟΥΔΕΤΕΡΟΦΙΛΩΝ (ΝΑΡ, ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ)
Β311905.106;ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ ΜΥΕΛΟΫΠΕΡΟΞΕΙΔΑΣΗΣ
Β311905.107;ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ SUDAN BLACK B 
Β311905.108;ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ PAS (RERIODIC ACID SCHIFF)
Β311905.109; ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ ΕΙΔΙΚΗΣ ΕΣΤΕΡΑΣΗΣ (ΥΠΟΣΤΡΩΜΑ ΧΛΩΡΟΞΙΚΟΣ ΕΣΤΕΡΑΣ ΑS-D ΝΑΦΘΟΛΗΣ)
Β311905.110;ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ  ΜΗ ΕΙΔΙΚΗΣ ΕΣΤΕΡΑΣΗΣ (ΥΠΟΣΤΡΩΜΑ ΟΞΙΚΟΣ ΕΣΤΕΡΑΣ α-ΝΑΦΘΟΛΗΣ-NASD )
Β311905.111; ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ ΜΗ ΕΙΔΙΚΗΣ ΕΣΤΕΡΑΣΗΣ (ΥΠΟΣΤΡΩΜΑ ΟΞΙΚΟΣ ΕΣΤΕΡΑΣ α-ΝΑΦΘΟΛΗΣ KAI ΑΝΑΣΤΟΛΗ)
Β311905.112;ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ ΜΗ ΕΙΔΙΚΗΣ ΕΣΤΕΡΑΣΗΣΜΕ ΦΘΟΡΙΟΥΧΟ ΝΑΤΡΙΟ (NASDA+NAF)
Β311905.113;ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ ΟΞΙΝΗΣ ΦΩΣΦΑΤΑΣΗΣ ΚΑΙ ΑΝΑΣΤΟΛΗ ΜΕ ΤΡΥΓΙΚΟ (TRAP)
Β311905.114;ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΧΡΩΣΗ ΣΙΔΗΡΟΚΥΑΝΙΟΥΧΟΥ ΚΑΛΙΟΥ
Β311905.115;ΔΟΚΙΜΑΣΙΑ ΛΥΣΕΩΣ ΕΡΥΘΡΟΚΥΤΤΑΡΩΝ ΣΕ ΟΞΙΝΙΣΘΕΝΤΑ ΟΡΟ (HAM TEST)
Β311905.116;ΔΟΚΙΜΑΣΙΑ ΣΟΥΚΡΟΖΗΣ (SUCROSE LYSIS TEST)
Β311905.117;ΑΝΕΠΑΡΚΕΙΑ ΓΛΥΚΟΖΟ-6-ΦΩΣΦΟΡΙΚΗΣ ΔΕΫΔΡΟΓΕΝΑΣΗΣ (G-6-PD)
Β311905.118;ΑΝΕΠΑΡΚΕΙΑ ΦΩΣΦΟΓΛΥΚΟΝΙΚΗΣ ΔΕΫΔΡΟΓΕΝΑΣΗΣ
Β311905.119;ΑΝΕΠΑΡΚΕΙΑ ΔΙΣΦΩΣΦΟΡΟΓΛΥΚΕΡΟΜΟΥΤΑΣΗΣ
Β311905.120;ΑΝΕΠΑΡΚΕΙΑ ΦΩΣΦΟΓΛΥΚΟΚΙΝΑΣΗΣ (ΕΞΟΚΙΝΑΣΗΣ)
Β311905.121;ΑΝΕΠΑΡΚΕΙΑ ΓΛΥΚΟΖΟΪΣΟΜΕΡΑΣΗΣ
Β311905.122;ΑΝΕΠΑΡΚΕΙΑ ΤΡΙΟΖΟΦΩΣΦΟΡΙΚΗΣ ΙΣΟΜΕΡΑΣΗΣ
Β311905.123;ΑΝΕΠΑΡΚΕΙΑ ΦΩΣΦΟΡΟΓΛΥΚΕΡΙΝΙΚΗΣ ΚΙΝΑΣΗΣ
Β311905.124;ΑΝΕΠΑΡΚΕΙΑ ΠΥΡΟΣΤΑΦΥΛΙΚΗΣ  ΚΙΝΑΣΗΣ
Β311905.125;ΑΝΕΠΑΡΚΕΙΑ ΑΝΑΓΩΓΑΣΗΣ ΤΟΥ ΓΛΟΥΤΑΘΕΙΟΥ (NADP)
Β311905.126;ΒΙΟΣΥΝΘΕΣΗ ΑΙΜΟΣΦΑΙΡΙΝΗΣ (α- και β- ΑΛΥΣΕΙΣ)
Β311905.127;ΚΑΜΠΥΛΗ ΚΟΡΕΣΜΟΥ Ο2-ΑΙΜΟΣΦΑΙΡΙΝΗΣ 
Β311905.128;ΜΕΛΕΤΗ ΠΡΩΤΕΪΝΩΝ ΜΕΜΒΡΑΝΗΣ ΕΡΥΘΡΟΚΥΤΤΑΡΟΥ
Β311905.129;ΑΠΟΜΟΝΩΣΗ KAI ΜΕΤΡΗΣΗ ΚΥΤΤΑΡΩΝ ΑΠΟ ΠΕΡΙΦΕΡΙΚΟ ΑΙΜΑ Ή ΜΥΕΛΟ ΤΩΝ ΟΣΤΩΝ,  ΚΑΙ ΔΙΑΤΗΡΗΣΗ ΣΕ ΕΙΔΙΚΟ ΜΕΣΟ 
Β311905.130;ΜΟΡΙΑΚΗ ΑΝΙΧΝΕΥΣΗ  ΧΙΜΑΙΡΙΣΜΟΥ ΣΕ ΟΛΙΚΟ ΔΕΙΓΜΑ ( ΑΙΜΑ Ή ΜΥΕΛΟΣ ) ΤΟΥ ΛΗΠΤΗ ΜΕΤΑ ΤΗ ΜΕΤΑΜΟΣΧΕΥΣΗ
Β311905.131;ΜΟΡΙΑΚΗ ΑΝΙΧΝΕΥΣΗ  ΧΙΜΑΙΡΙΣΜΟΥ ΣΕ  ΟΛΙΚΟ  ΔΕΙΓΜΑ (ΑΙΜΑ Ή ΜΥΕΛΟΣ ) ΤΟΥ ΔΟΤΗ
Β311905.132;ΜΟΡΙΑΚΗ ΑΝΙΧΝΕΥΣΗ  ΧΙΜΑΙΡΙΣΜΟΥ ΣΕ ΟΛΙΚΟ ΔΕΙΓΜΑ ( ΑΙΜΑ Ή ΜΥΕΛΟΣ ) ΤΟΥ ΛΗΠΤΗ ΠΡΟ ΜΕΤΑΜΟΣΧΕΥΣΗΣ
Β311905.133;ΜΟΡΙΑΚΗ ΑΝΙΧΝΕΥΣΗ  ΧΙΜΑΙΡΙΣΜΟΥ ΜΕΤΑ ΑΠΟ ΔΙΑΧΩΡΙΣΜΟ ΚΥΤΤΑΡΩΝ ΣΤΟ ΔΕΙΓΜΑ ΤΟΥ ΛΗΠΤΗ ΜΕΤΑ ΤΗ ΜΕΤΑΜΟΣΧΕΥΣΗ
Β311905.134;ΑΝΑΛΥΣΗ ΑΛΛΗΛΟΥΧΙΑΣ DNA (ΜΙΑ ΑΛΛΗΛΟΥΧΙΑ)
Β311905.135;ΦΥΛΑΞΗ ΔΕΙΓΜΑΤΟΣ DNA (DNA BANKING)
Β311905.136;ΦΥΛΑΞΗ ΔΕΙΓΜΑΤΟΣ RNA
Β311905.137;ΜΟΡΙΑΚΗ (ΓΟΝΙΔΙΑΚΗ) ΜΕΛΕΤΗ α-ΓΟΝΙΔΙΟΥ ΑΙΜΟΣΦΑΙΡΙΝΗΣ 
Β311905.138;ΜΟΡΙΑΚΗ (ΓΟΝΙΔΙΑΚΗ) ΜΕΛΕΤΗ β-ΓΟΝΙΔΙΟΥ, δ-ΓΟΝΙΔΙΟΥ, γ-ΓΟΝΙΔΙΟΥ ΑΙΜΟΣΦΑΙΡΙΝΗΣ
Β311905.139;"ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ ( RT-PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ t(15;17), PML-RARA"
Β311905.140;"ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ ( RT-PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ/ΑΝΑΣΤΡΟΦΗΣ  (16;16) , MYH11-CBFB"
Β311905.141;"ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ ( RT-PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ  t(8;21) , ETO-AML1"
Β311905.142;"ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ ( RT-PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ t(5;12),  PDGRFB-ETV6"
Β311905.143;"ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ ( RT-PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ  t(14;18), IgH-bcl2"
Β311905.144;"ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ ( RT-PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ  t(11;14), bcl1-IgH"
Β311905.145;"ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ ( RT-PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ   t(2;5),  NPM-ALK"
Β311905.146;"ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ ( RT-PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ  t(4;11), MLL-AF4"
Β311905.147;ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ (PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ  ΜΕΤΑΛΛΑΞΗΣ JAK2 V617F
Β311905.148;ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ (PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΛΛΑΞΗΣΤΟΥ ΓΟΝΙΔΙΟΥ  kit  ΣΤΟ ΚΩΔΙΚΟΝΙΟ 816
Β311905.149;ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ (PCR) ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΛΛΑΞΗΣ T315I ΣΤΟ ΥΒΡΙΔΙΚΟ ΓΟΝΙΔΙΟ bcr-abl.
Β311905.150;ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ (PCR) ΚΑΙ ΤΡΙΧΟΕΙΙΔΙΚΗ ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΗΣ ΤΟΥ ΓΟΝΙΔΙΟΥ NPM1
Β311905.151;ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ (PCR)  ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΜΟΝΟΚΛΩΝΙΚΟΤΗΤΑΣ Β ΛΕΜΦΟΚΥΤΤΑΡΩΝ (VH-ΚΛΩΝΙΚΟΤΗΤΑ)
Β311905.152;ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ (PCR)  ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΜΟΝΟΚΛΩΝΙΚΟΤΗΤΑΣ Τ ΛΕΜΦΟΚΥΤΤΑΡΩΝ (TCRβ-ΚΛΩΝΙΚΟΤΗΤΑ)
Β311905.153;ΑΝΤΙΔΡΑΣΗ ΑΛΥΣΙΔΩΤΗΣ ΠΟΛΥΜΕΡΑΣΗΣ (PCR)  ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΜΟΝΟΚΛΩΝΙΚΟΤΗΤΑΣ Τ ΛΕΜΦΟΚΥΤΤΑΡΩΝ (TCRγ-ΚΛΩΝΙΚΟΤΗΤΑ)
Β311905.154;ΑΝΙΧΝΕΥΣΗ ΑΛΛΗΛΟΥΧΙΑΣ ΒΑΣΕΩΝ ΤΗΣ ΜΟΝΟΚΛΩΝΙΚΗΣ VH, TCRβ, TCRγ, ΚΑΤΑΣΚΕΥΣΗ ΕΚΚΙΝΗΤΗ ΕΙΔΙΚΟΥ ΓΙΑ ΑΣΘΕΝΗ ΜΕ ΟΞΕΙΑ ΛΕΜΦΟΒΛΑΣΤΙΚΗ ΛΕΥΧΑΙΜΙΑ ΚΑΙ ΑΝΙΧΝΕΥΣΗ ΥΠΑΡΞΗΣ ΥΠΟΛΕΙΜΜΑΤΙΚΗΣ ΝΟΣΟΥ ΜΕ ΜΟΡΙΑΚΟ ΤΡΟΠΟ
Β311905.155;ΑΝΙΧΝΕΥΣΗ ΑΛΛΗΛΟΥΧΙΑΣ ΒΑΣΕΩΝ DNA ΤΗΣ ΒΑΡΙΑΣ ΑΛΥΣΙΔΑΣ ΤΗΣ ΑΝΟΣΟΣΦΑΙΡΙΝΗΣ ΚΑΙ ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΠΟΣΟΣΤΟΥ ΥΠΕΡΜΕΤΑΛΛΑΞΕΩΝ  ΣΤΗ ΧΡΟΝΙΑ ΛΕΜΦΟΚΥΤΤΑΡΙΚΗ ΛΕΥΧΑΙΜΙΑ
Β311905.156;ΠΟΣΟΤΙΚΗ  RT-PCR ΓΙΑ ΤΗ ΜΕΤΡΗΣΗ ΤΩΝ ΜΕΤΑΓΡΑΦΩΝ bcr-abl
Β311905.157;ΠΟΣΟΤΙΚΗ  RT-PCR ΓΙΑ ΤΗ ΜΕΤΡΗΣΗ ΤΩΝ ΜΕΤΑΓΡΑΦΩΝ PML-RARA
Β311905.158;ΠΟΣΟΤΙΚΗ  RT-PCR ΓΙΑ ΤΗ ΜΕΤΡΗΣΗ ΤΩΝ ΜΕΤΑΓΡΑΦΩΝ AML-ETO
Β311905.159;ΜΟΡΙΑΚΗ ΔΙΑΓΝΩΣΗ ΝΟΣΟΥ GAUCHER
Β311905.160;ΜΟΡΙΑΚΗ ΔΙΑΓΝΩΣΗ ΑΙΜΟΧΡΩΜΑΤΩΣΗΣ
Β311905.161;ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) , ΑΝΑ ΑΝΙΧΝΕΥΤΗ
Β311905.162;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ  t(9;22), bcr-abl"
Β311905.163;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ t(15;17), PML-RARA"
Β311905.164;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH)ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ/ΑΝΑΣΤΡΟΦΗΣ (16;16), MYH11-CBFB"
Β311905.165;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ t(8;21), ETO-AML1"
Β311905.166;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ t(5;12), PDGRFB-ETV6"
Β311905.167;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ t(14;18), IgH-bcl2"
Β311905.168;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ t(11;14), bcl1-IgH"
Β311905.169;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ t(8;14), myc-IgH"
Β311905.170;"ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΜΕΤΑΘΕΣΗΣ t(4;11), MLL-AF4"
Β311905.171;ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΕΛΛΕΙΨΗΣ del17p
Β311905.172;ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΕΛΛΕΙΨΗΣ del11q
Β311905.173;ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΕΛΛΕΙΨΗΣ del5q
Β311905.174;ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΕΛΛΕΙΨΗΣ del13q
Β311905.175;ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΤΡΙΣΩΜΙΑΣ 12
Β311905.176;ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΤΡΙΣΩΜΙΑΣ 21
Β311905.177;ΦΘΟΡΙΖΩΝ ΥΒΡΙΔΙΣΜΟΣ IN SITU (FISH) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΧΡΩΜΟΣΩΜΙΚΗΣ ΤΡΙΣΩΜΙΑΣ 8 
Β311905.178;ΟΞΙΝΗ Β-ΓΛΥΚΟΣΙΔΑΣΗ (ΓΛΥΚΟΣΕΡΕΒΡΟΣΙΔΑΣΗ) ΛΕΥΚΟΚΥΤΤΑΡΩΝ Ή ΙΝΟΒΛΑΣΤΩΝ ΔΕΡΜΑΤΟΣ
Β311905.179;ΧΙΤΟΤΡΙΟΣΙΔΑΣΗ ΠΛΑΣΜΑΤΟΣ
Β311905.180;ΧΗΜΟΚΙΝΗ CCL-18 (PARC) ΠΛΑΣΜΑΤΟΣ
Β311905.181;ΟΞΙΝΗ ΣΦΙΓΓΟΜΥΕΛΙΝΑΣΗ
Β311905.182;FREE ΛΑΜΔΑ
Β311905.183;ΑΝΣΤΟΛΕΑΣ ΤΟΥ C1 
Β311905.184;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ C1q
Β311905.185;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ C3
Β311905.186;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ C4
Β311905.187;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ C5
Β311905.188;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ B
Β311905.189;ΜΕΤΡΗΣΗ IgG, IgA, IgM, ΑΛΒΟΥΜΙΝΗΣ ΕΝΥ
Β311905.190;ΜΕΤΡΗΣΗ IgG, ΤΡΑΝΣΦΕΡΙΝΗΣ, β2-ΜΙΚΡΟΣΦΑΙΡΙΝΗΣ, α1-ΜΙΚΡΟΣΦΑΙΡΙΝΗΣ, ΚΑΠΠΑ ΚΑΙ ΛΑΜΔΑ ΕΛΑΦΡΩΝ ΑΛΥΣΙΔΩΝ ΟΥΡΩΝ 24ΩΡΟΥ
Β311905.191;ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΑΙΜΟΣΦΑΙΡΙΝΗΣ ΣΕ ΤΑΙΝΙΑ ΑΓΑΡΟΖΗΣ
Β311905.192;ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΑΙΜΟΣΦΑΙΡΙΝΗΣ ΜΕ ΙΣΟΗΛΕΚΤΡΙΚΗ ΕΣΤΙΑΣΗ
Β311905.193;ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΑΙΜΟΣΦΑΙΡΙΝΗΣ ΚΑΙ ΠΟΣΟΤΙΚΟΣ ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΜΕ ΣΤΗΛΗ ΥΓΡΗΣ ΧΡΩΜΑΤΟΓΡΑΦΙΑΣ ΥΨΗΛΗΣ ΠΙΕΣΕΩΣ (ΠΧ, A2, S, C KAI/H F)
Β311905.194;ΥΠΟΔΟΧΕΙΣ ΤΡΑΝΣΦΕΡΙΝΗΣ
